number,value,datetime_start,datetime_complete,duration,params_compile_batch_size,params_compile_beta_b,params_compile_beta_z,params_compile_lr,params_compile_prior_rate,params_compile_train_steps,params_hidden_size,state
119,0.24306000000000003,2025-06-04 19:44:20.207701,2025-06-04 22:14:54.920148,0 days 02:30:34.712447000,128,0.1,1.0,0.001,10,5000,512,COMPLETE
120,0.38348000000000004,2025-06-04 22:14:54.947348,2025-06-04 22:30:02.602079,0 days 00:15:07.654731000,128,0.01,0.01,0.0001,10,500,512,COMPLETE
121,0.38798000000000005,2025-06-04 22:30:02.629637,2025-06-04 22:45:11.168716,0 days 00:15:08.539079000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
122,0.34852000000000005,2025-06-04 22:45:11.196355,2025-06-04 23:00:18.454782,0 days 00:15:07.258427000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
123,0.39152000000000003,2025-06-04 23:00:18.483079,2025-06-04 23:15:27.468814,0 days 00:15:08.985735000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
124,0.38855999999999996,2025-06-04 23:15:27.496641,2025-06-04 23:30:37.015323,0 days 00:15:09.518682000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
125,0.23342000000000002,2025-06-04 23:30:37.043656,2025-06-04 23:32:09.314675,0 days 00:01:32.271019000,128,0.1,0.01,0.0001,10,500,64,COMPLETE
126,0.37402,2025-06-04 23:32:09.343216,2025-06-04 23:47:16.726602,0 days 00:15:07.383386000,128,0.01,0.1,0.001,10,500,512,COMPLETE
127,0.24844000000000002,2025-06-04 23:47:16.755204,2025-06-05 00:02:25.356209,0 days 00:15:08.601005000,128,0.5,0.01,0.001,10,500,512,COMPLETE
128,0.35748,2025-06-05 00:02:25.384500,2025-06-05 00:17:34.564361,0 days 00:15:09.179861000,128,0.01,0.01,0.0001,10,500,512,COMPLETE
129,0.14532,2025-06-05 00:17:34.593188,2025-06-05 00:32:43.501687,0 days 00:15:08.908499000,128,0.1,0.01,0.001,3,500,512,COMPLETE
130,0.17192000000000002,2025-06-05 00:32:43.531011,2025-06-05 03:02:48.808832,0 days 02:30:05.277821000,256,0.01,0.01,0.001,10,5000,512,COMPLETE
131,0.33052000000000004,2025-06-05 03:02:48.838387,2025-06-05 03:17:57.214476,0 days 00:15:08.376089000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
132,0.32156,2025-06-05 03:17:57.244137,2025-06-05 03:33:05.896746,0 days 00:15:08.652609000,128,0.1,0.01,0.0001,10,500,512,COMPLETE
